filepath,theta,phi,turbidity,exposure,elevation,fov
D://360 google/dashcam_illumination/train/B80aGp5n4jaxEThAZKaUTw_F.png,-148.69916914182068,66.83775447705416,4.500000,0.031794,0.85,70.49
D://360 google/dashcam_illumination/train/B80aGp5n4jaxEThAZKaUTw_B.png,31.3008308581793,75.6477544770541,4.500000,0.031794,9.66,74.24
D://360 google/dashcam_illumination/train/b86A40cPAydvzn-mklSIZg_F.png,-27.117903460194864,59.8637655616513,4.000000,0.032822,7.21,79.23
D://360 google/dashcam_illumination/train/b86A40cPAydvzn-mklSIZg_B.png,152.88209653980516,53.74376556165129,4.000000,0.032822,1.09,99.72
D://360 google/dashcam_illumination/train/b8B4hETZ9rG1me7Li3Gf_w_F.png,-26.901500712175757,68.42911809527497,4.000000,0.042569,6.06,93.8
D://360 google/dashcam_illumination/train/b8B4hETZ9rG1me7Li3Gf_w_B.png,153.09849928782424,55.609118095274965,4.000000,0.042569,-6.76,62.98
D://360 google/dashcam_illumination/train/B8HS9WCjqsgjMFp4PrTweg_F.png,-100.40405160907159,58.855359699752114,3.500000,0.049283,2.61,99.33
D://360 google/dashcam_illumination/train/B8HS9WCjqsgjMFp4PrTweg_B.png,79.59594839092841,60.61535969975209,3.500000,0.049283,4.37,67.17
D://360 google/dashcam_illumination/train/B8Z2IuEWZdPJmYdrdiclJQ_F.png,152.0957004793557,40.82805094014366,3.500000,0.030091,1.14,93.76
D://360 google/dashcam_illumination/train/B8Z2IuEWZdPJmYdrdiclJQ_B.png,-27.904299520644297,47.40805094014366,3.500000,0.030091,7.72,86.16
D://360 google/dashcam_illumination/train/b9MuRpiIbpFPz4Y_SUMEUQ_F.png,-167.02456380410078,43.05750393786248,2.500000,0.043567,5.45,87.99
D://360 google/dashcam_illumination/train/b9MuRpiIbpFPz4Y_SUMEUQ_B.png,12.975436195899245,29.847503937862474,2.500000,0.043567,-7.76,82.99
D://360 google/dashcam_illumination/train/b9R_yOy9IqiuByhK0Macrg_F.png,-162.84966763956388,39.6421532515555,3.500000,0.037376,-8.0,69.03
D://360 google/dashcam_illumination/train/b9R_yOy9IqiuByhK0Macrg_B.png,17.150332360436146,41.7121532515555,3.500000,0.037376,-5.93,67.96
D://360 google/dashcam_illumination/train/Ba0hw6teOma4FYMgtXIAGw_F.png,139.05229583796694,32.32112543938867,2.500000,0.050570,-6.0,94.75
D://360 google/dashcam_illumination/train/Ba0hw6teOma4FYMgtXIAGw_B.png,-40.947704162033084,35.101125439388674,2.500000,0.050570,-3.22,95.08
D://360 google/dashcam_illumination/train/bAhfTJW9AA4suTayFIGIzA_F.png,-116.23571648967165,40.64252522702777,3.500000,0.030635,-2.53,93.41
D://360 google/dashcam_illumination/train/bAhfTJW9AA4suTayFIGIzA_B.png,63.76428351032836,52.532525227027755,3.500000,0.030635,9.36,78.37
D://360 google/dashcam_illumination/train/bAJHJ1GuKjzyP43lPATOLw_F.png,-117.14027258116278,68.33227240472807,4.500000,0.038424,0.04,96.97
D://360 google/dashcam_illumination/train/bAJHJ1GuKjzyP43lPATOLw_B.png,62.85972741883724,75.10227240472807,4.500000,0.038424,6.81,91.54
D://360 google/dashcam_illumination/train/BAJmgPSv7vr5vvREI5iASA_F.png,159.51098234801918,39.29795088345199,3.000000,0.048024,1.05,87.04
D://360 google/dashcam_illumination/train/BAJmgPSv7vr5vvREI5iASA_B.png,-20.48901765198083,41.407950883451996,3.000000,0.048024,3.16,79.71
D://360 google/dashcam_illumination/train/BAJQKgU_1GHpJGKgP4iYAA_F.png,-159.1156697126749,27.586225095108368,1.500000,0.067592,-5.8,78.76
D://360 google/dashcam_illumination/train/BAJQKgU_1GHpJGKgP4iYAA_B.png,20.884330287325096,27.34622509510837,1.500000,0.067592,-6.04,69.25
D://360 google/dashcam_illumination/train/BAQFQDv5cqnys84xPAepNA_F.png,53.394133540998496,63.5359238032475,4.000000,0.036495,-9.14,78.12
D://360 google/dashcam_illumination/train/BAQFQDv5cqnys84xPAepNA_B.png,-126.6058664590015,80.55592380324747,4.000000,0.036495,7.88,96.3
D://360 google/dashcam_illumination/train/BauJKwqEJUj7R6dLaUVBEQ_F.png,-24.89812697340891,55.42457168264563,4.500000,0.034490,-7.56,90.74
D://360 google/dashcam_illumination/train/BauJKwqEJUj7R6dLaUVBEQ_B.png,155.10187302659108,57.39457168264563,4.500000,0.034490,-5.59,86.24
D://360 google/dashcam_illumination/train/Bb5QafCFgvkfjZhcQOb9aA_F.png,5.934668573073649,47.89722781279151,3.500000,0.036345,3.26,94.43
D://360 google/dashcam_illumination/train/Bb5QafCFgvkfjZhcQOb9aA_B.png,-174.06533142692638,49.267227812791525,3.500000,0.036345,4.63,64.58
D://360 google/dashcam_illumination/train/BBH2Uf5bo3GXlUrP8bfJug_F.png,-12.56860679843572,60.36487021503289,4.000000,0.035399,-3.21,76.81
D://360 google/dashcam_illumination/train/BBH2Uf5bo3GXlUrP8bfJug_B.png,167.43139320156428,58.14487021503284,4.000000,0.035399,-5.43,68.74
D://360 google/dashcam_illumination/train/BBh8ss3oA0KoIUvYCOXkeA_F.png,134.58990491356505,89.26769803678405,3.500000,0.037227,9.84,97.9
D://360 google/dashcam_illumination/train/BBh8ss3oA0KoIUvYCOXkeA_B.png,-45.41009508643496,79.5076980367831,3.500000,0.037227,0.08,77.74
D://360 google/dashcam_illumination/train/bBkQvu52t4tCYhUYyh5tqQ_F.png,57.81961455808112,60.61416190504188,4.000000,0.037355,-2.97,95.71
D://360 google/dashcam_illumination/train/bBkQvu52t4tCYhUYyh5tqQ_B.png,-122.18038544191889,67.59416190504186,4.000000,0.037355,4.01,63.61
D://360 google/dashcam_illumination/train/Bbl1qkn5uy35dA0bvpi0EA_F.png,57.83934996413074,36.57116409336818,3.000000,0.044032,-6.6,97.44
D://360 google/dashcam_illumination/train/Bbl1qkn5uy35dA0bvpi0EA_B.png,-122.16065003586927,37.051164093368186,3.000000,0.044032,-6.12,62.46
D://360 google/dashcam_illumination/train/BBnMrWk9xcHIJbanhejbdQ_F.png,-163.3025502507787,54.378709891318664,4.500000,0.032618,-8.43,61.59
D://360 google/dashcam_illumination/train/BBnMrWk9xcHIJbanhejbdQ_B.png,16.697449749221324,71.18870989131868,4.500000,0.032618,8.38,70.51
D://360 google/dashcam_illumination/train/bbpJaJt4WrasU3FlIBqmsg_F.png,-23.22399069512152,45.43069491047959,2.500000,0.057756,5.42,96.23
D://360 google/dashcam_illumination/train/bbpJaJt4WrasU3FlIBqmsg_B.png,156.7760093048785,39.940694910479586,2.500000,0.057756,-0.07,69.68
D://360 google/dashcam_illumination/train/bBRwIHtJIHGHoFNKifEVQw_F.png,5.991559342772138,55.22468136592612,4.000000,0.035801,-8.2,97.03
D://360 google/dashcam_illumination/train/bBRwIHtJIHGHoFNKifEVQw_B.png,-174.00844065722785,61.854681365926105,4.000000,0.035801,-1.57,73.94
D://360 google/dashcam_illumination/train/bbTNYspMA_nxZU2bfg4zTQ_F.png,-33.765209124140895,66.77372740386646,3.500000,0.052683,3.2,85.51
D://360 google/dashcam_illumination/train/bbTNYspMA_nxZU2bfg4zTQ_B.png,146.23479087585912,56.22372740386643,3.500000,0.052683,-7.35,98.97
D://360 google/dashcam_illumination/train/bBXRJDuzX13mzavwTaKHLA_F.png,-79.42552897419267,54.023601724672645,4.500000,0.031028,-9.0,65.55
D://360 google/dashcam_illumination/train/bBXRJDuzX13mzavwTaKHLA_B.png,100.57447102580733,69.13360172467264,4.500000,0.031028,6.11,63.15
D://360 google/dashcam_illumination/train/bb_Pfb-bKt_aNi4G6muD_Q_F.png,41.155561193114046,66.35395798309528,3.500000,0.044846,9.62,61.36
D://360 google/dashcam_illumination/train/bb_Pfb-bKt_aNi4G6muD_Q_B.png,-138.84443880688596,48.6239579830953,3.500000,0.044846,-8.11,61.33
D://360 google/dashcam_illumination/train/BC1DL_8U57mhbCSR_ap_WA_F.png,-173.65655469397603,70.30413194031397,4.500000,0.029278,-5.12,74.23
D://360 google/dashcam_illumination/train/BC1DL_8U57mhbCSR_ap_WA_B.png,6.34344530602396,75.12413194031399,4.500000,0.029278,-0.3,61.96
D://360 google/dashcam_illumination/train/bC7lHeRpru6lqDmBhtw_sA_F.png,-42.38959398944279,71.23257880527383,3.500000,0.046029,9.93,95.64
D://360 google/dashcam_illumination/train/bC7lHeRpru6lqDmBhtw_sA_B.png,137.61040601055723,67.3525788052738,3.500000,0.046029,6.05,63.93
D://360 google/dashcam_illumination/train/bc9yoCUINjWqS8il1sJj4A_F.png,-97.43896515766461,47.16722255003009,4.000000,0.032993,0.64,75.78
D://360 google/dashcam_illumination/train/bc9yoCUINjWqS8il1sJj4A_B.png,82.56103484233539,46.2672225500301,4.000000,0.032993,-0.26,64.25
D://360 google/dashcam_illumination/train/BCibVoMCuZn_RXk0uzvyOQ_F.png,146.20989536168943,45.34270132204756,6.500000,0.027240,-5.32,90.75
D://360 google/dashcam_illumination/train/BCibVoMCuZn_RXk0uzvyOQ_B.png,-33.790104638310595,57.62270132204754,6.500000,0.027240,6.96,84.5
D://360 google/dashcam_illumination/train/Bcse6P6dylE0xCiTpi1qJA_F.png,143.4126666704967,51.43388515440487,3.500000,0.066235,-5.08,98.27
D://360 google/dashcam_illumination/train/Bcse6P6dylE0xCiTpi1qJA_B.png,-36.58733332950332,46.74388515440487,3.500000,0.066235,-9.77,77.76
D://360 google/dashcam_illumination/train/BCuAsUeJGKo1VYcUjAZ63Q_F.png,-45.127494711452925,39.03170996458063,3.000000,0.050222,-0.97,93.99
D://360 google/dashcam_illumination/train/BCuAsUeJGKo1VYcUjAZ63Q_B.png,134.87250528854707,40.41170996458063,3.000000,0.050222,0.41,67.08
D://360 google/dashcam_illumination/train/bCZ760-VnKMKBrny95fHMA_F.png,-157.7486777598244,56.77600527870155,3.500000,0.040130,0.07,69.67
D://360 google/dashcam_illumination/train/bCZ760-VnKMKBrny95fHMA_B.png,22.25132224017562,65.35600527870155,3.500000,0.040130,8.65,64.2
D://360 google/dashcam_illumination/train/bD8Z-Nb65_y550ha2LKfIA_F.png,-135.38034111145691,63.927082524152205,4.000000,0.036275,6.2,87.83
D://360 google/dashcam_illumination/train/bD8Z-Nb65_y550ha2LKfIA_B.png,44.619658888543086,57.10708252415219,4.000000,0.036275,-0.62,82.64
D://360 google/dashcam_illumination/train/BDGpeV6ezbVhX84YxPqHag_F.png,172.28176123677716,60.08777967926773,3.500000,0.043582,2.41,76.97
D://360 google/dashcam_illumination/train/BDGpeV6ezbVhX84YxPqHag_B.png,-7.718238763222844,49.72777967926774,3.500000,0.043582,-7.95,64.63
D://360 google/dashcam_illumination/train/bdP1AE-XO3LlfP4r_Mb2IA_F.png,-37.380475906145534,47.71003864621716,3.500000,0.037913,-0.5,62.03
D://360 google/dashcam_illumination/train/bdP1AE-XO3LlfP4r_Mb2IA_B.png,142.61952409385447,46.42003864621716,3.500000,0.037913,-1.79,61.59
D://360 google/dashcam_illumination/train/BdsKs5k-C-4OZYlPvCFfjA_F.png,-140.70426818154456,60.43523991864243,5.500000,0.022206,-6.84,62.48
D://360 google/dashcam_illumination/train/BdsKs5k-C-4OZYlPvCFfjA_B.png,39.295731818455465,67.17523991864243,5.500000,0.022206,-0.1,81.52
D://360 google/dashcam_illumination/train/bdTTPxK3Q-n_hV8xQ-aPEg_F.png,-42.02177660672332,64.27377045161069,5.500000,0.022732,0.98,80.05
D://360 google/dashcam_illumination/train/bdTTPxK3Q-n_hV8xQ-aPEg_B.png,137.9782233932767,63.83377045161069,5.500000,0.022732,0.54,94.71
D://360 google/dashcam_illumination/train/bdwoWh80WPoJ6K3_ShPh3g_F.png,-121.37657183781513,71.77145754047626,5.500000,0.023074,3.4,97.73
D://360 google/dashcam_illumination/train/bdwoWh80WPoJ6K3_ShPh3g_B.png,58.623428162184865,71.96145754047623,5.500000,0.023074,3.59,74.26
D://360 google/dashcam_illumination/train/BdZDfwrm9EeJxDzjw25CMA_F.png,146.3880810027121,52.259003195067116,3.500000,0.071124,3.65,71.35
D://360 google/dashcam_illumination/train/BdZDfwrm9EeJxDzjw25CMA_B.png,-33.61191899728789,47.44900319506712,3.500000,0.071124,-1.16,84.03
D://360 google/dashcam_illumination/train/Bd_WruFmXJZaANGfPoXjDA_F.png,-111.81944136782177,35.021064265389874,3.500000,0.032051,-4.99,99.05
D://360 google/dashcam_illumination/train/Bd_WruFmXJZaANGfPoXjDA_B.png,68.18055863217825,39.87106426538986,3.500000,0.032051,-0.14,93.23
D://360 google/dashcam_illumination/train/bE2Y4OqIcHR-Jhy6Q0odyA_F.png,-172.20305974784296,68.48874334164185,4.500000,0.028789,-7.39,85.77
D://360 google/dashcam_illumination/train/bE2Y4OqIcHR-Jhy6Q0odyA_B.png,7.796940252157057,67.02874334164187,4.500000,0.028789,-8.85,66.87
D://360 google/dashcam_illumination/train/Beb6u_JMckOodrLr4wiuCg_F.png,-46.57456113644531,61.53873621139178,4.500000,0.032119,-1.16,63.6
D://360 google/dashcam_illumination/train/Beb6u_JMckOodrLr4wiuCg_B.png,133.4254388635547,65.46873621139177,4.500000,0.032119,2.77,74.36
D://360 google/dashcam_illumination/train/BEmDIYEf1I9hH2Opmybeaw_F.png,-134.97859517131315,59.08068410020765,4.500000,0.029141,-2.22,62.96
D://360 google/dashcam_illumination/train/BEmDIYEf1I9hH2Opmybeaw_B.png,45.02140482868686,67.46068410020764,4.500000,0.029141,6.16,92.61
D://360 google/dashcam_illumination/train/bEpCe2w8gf9gu9jhox3bEw_F.png,-166.68109070238407,61.262776923562434,4.000000,0.031997,-1.76,79.18
D://360 google/dashcam_illumination/train/bEpCe2w8gf9gu9jhox3bEw_B.png,13.318909297615948,61.27277692356242,4.000000,0.031997,-1.75,79.13
D://360 google/dashcam_illumination/train/bf8czrU0v3lBCWZi9XAKaA_F.png,90.42736226460676,67.67659126978243,4.500000,0.034423,-3.54,75.02
D://360 google/dashcam_illumination/train/bf8czrU0v3lBCWZi9XAKaA_B.png,-89.57263773539326,72.03659126978242,4.500000,0.034423,0.82,75.68
D://360 google/dashcam_illumination/train/BfBkLtPDKtLwSFvwIU2cvw_F.png,32.93709759259724,50.75108637868788,4.500000,0.030135,-9.24,95.55
D://360 google/dashcam_illumination/train/BfBkLtPDKtLwSFvwIU2cvw_B.png,-147.0629024074028,50.961086378687895,4.500000,0.030135,-9.03,75.81
D://360 google/dashcam_illumination/train/BfDHtPRFn9FI1kCqP6ftxg_F.png,34.0183305863744,52.186402522905475,4.000000,0.028739,6.17,82.95
D://360 google/dashcam_illumination/train/BfDHtPRFn9FI1kCqP6ftxg_B.png,-145.98166941362564,44.506402522905475,4.000000,0.028739,-1.51,66.32
D://360 google/dashcam_illumination/train/bFdks3zFY_zhepb1ZdzjPA_F.png,-73.46872197540858,72.70112272553568,5.500000,0.027397,4.78,78.89
D://360 google/dashcam_illumination/train/bFdks3zFY_zhepb1ZdzjPA_B.png,106.53127802459142,59.27112272553569,5.500000,0.027397,-8.65,77.65
D://360 google/dashcam_illumination/train/BfFSyHyFtkIbgsdHlvadVw_F.png,-2.3729498801600606,45.872016434355295,3.500000,0.033952,-1.43,79.76
D://360 google/dashcam_illumination/train/BfFSyHyFtkIbgsdHlvadVw_B.png,177.6270501198399,55.832016434355275,3.500000,0.033952,8.53,83.99
D://360 google/dashcam_illumination/train/BfH-7Npscctn5sZIjYEBnw_F.png,-162.88538561658345,35.8742666428075,3.000000,0.049759,-2.4,72.57
D://360 google/dashcam_illumination/train/BfH-7Npscctn5sZIjYEBnw_B.png,17.11461438341656,40.63426664280751,3.000000,0.049759,2.36,88.31
D://360 google/dashcam_illumination/train/BFMU55DmW0IhSJqZVuH3yw_F.png,73.84616497247357,79.33149667069699,4.500000,0.035914,9.34,78.58
D://360 google/dashcam_illumination/train/BFMU55DmW0IhSJqZVuH3yw_B.png,-106.15383502752645,66.341496670697,4.500000,0.035914,-3.65,79.93
D://360 google/dashcam_illumination/train/BfmxvXPExMLHIYGqsuWvUQ_F.png,-2.6573994893637702,35.11372239700448,2.500000,0.050203,-6.17,74.46
D://360 google/dashcam_illumination/train/BfmxvXPExMLHIYGqsuWvUQ_B.png,177.34260051063623,34.85372239700449,2.500000,0.050203,-6.43,64.28
D://360 google/dashcam_illumination/train/BFn9qKxRmK5ipuqLBwYgkA_F.png,166.49795829531914,62.51379438701209,4.500000,0.032161,3.63,80.31
D://360 google/dashcam_illumination/train/BFn9qKxRmK5ipuqLBwYgkA_B.png,-13.50204170468086,60.0337943870121,4.500000,0.032161,1.15,69.89
D://360 google/dashcam_illumination/train/BfoL7idchH15zIIs81ODZQ_F.png,-69.71899371963848,48.93324760060225,3.500000,0.046613,5.76,82.1
D://360 google/dashcam_illumination/train/BfoL7idchH15zIIs81ODZQ_B.png,110.28100628036152,42.99324760060225,3.500000,0.046613,-0.18,71.44
D://360 google/dashcam_illumination/train/BfvcmxgV7m-_mj-ynw8gBw_F.png,-175.88741589334458,60.21282725522589,3.500000,0.043373,8.22,70.29
D://360 google/dashcam_illumination/train/BfvcmxgV7m-_mj-ynw8gBw_B.png,4.1125841066554365,46.712827255225896,3.500000,0.043373,-5.28,92.26
D://360 google/dashcam_illumination/train/BfZS4uYMqr2fKSu5CULLQQ_F.png,173.32312139206184,59.85258054235631,3.500000,0.047382,-3.13,68.78
D://360 google/dashcam_illumination/train/BfZS4uYMqr2fKSu5CULLQQ_B.png,-6.676878607938172,69.25258054235631,3.500000,0.047382,6.27,89.47
D://360 google/dashcam_illumination/train/bg6IbduwomZGNl777QgACg_F.png,-102.8758445408826,61.456560954402704,4.500000,0.033790,-7.8,77.28
D://360 google/dashcam_illumination/train/bg6IbduwomZGNl777QgACg_B.png,77.1241554591174,67.01656095440272,4.500000,0.033790,-2.24,81.18
D://360 google/dashcam_illumination/train/BGc_ICczq91OC3fE1N1J4Q_F.png,-147.99315592452163,51.74126420949967,4.500000,0.033840,-5.05,65.93
D://360 google/dashcam_illumination/train/BGc_ICczq91OC3fE1N1J4Q_B.png,32.006844075478384,65.07126420949966,4.500000,0.033840,8.28,68.98
D://360 google/dashcam_illumination/train/BgdeX8kTiJAjSNdJULGbCA_F.png,162.56447642257174,70.39220690300255,4.000000,0.041565,7.58,69.33
D://360 google/dashcam_illumination/train/BgdeX8kTiJAjSNdJULGbCA_B.png,-17.43552357742828,62.69220690300257,4.000000,0.041565,-0.12,87.11
D://360 google/dashcam_illumination/train/BGi-jUttAxylcHP5PcNADw_F.png,84.89097632115394,82.7489063336442,4.000000,0.034073,-3.37,90.69
D://360 google/dashcam_illumination/train/BGi-jUttAxylcHP5PcNADw_B.png,-95.10902367884609,82.66890633364423,4.000000,0.034073,-3.45,67.3
D://360 google/dashcam_illumination/train/BgJn4TrtTOJhZW_xugnAwg_F.png,-144.5811244771357,60.122775238570874,4.500000,0.033436,1.97,73.06
D://360 google/dashcam_illumination/train/BgJn4TrtTOJhZW_xugnAwg_B.png,35.41887552286429,57.70277523857084,4.500000,0.033436,-0.45,91.67
D://360 google/dashcam_illumination/train/bh8ALyuuAUreNJPFrguxqg_F.png,11.333244102982933,55.255815830597754,3.500000,0.036190,8.73,69.37
D://360 google/dashcam_illumination/train/bh8ALyuuAUreNJPFrguxqg_B.png,-168.66675589701708,52.705815830597764,3.500000,0.036190,6.18,82.72
D://360 google/dashcam_illumination/train/BhApI6msyeYp-fmP9ZfI2g_F.png,94.14717807295453,71.37629978189135,4.000000,0.035546,-0.9,81.62
D://360 google/dashcam_illumination/train/BhApI6msyeYp-fmP9ZfI2g_B.png,-85.85282192704548,63.76629978189137,4.000000,0.035546,-8.51,84.42
D://360 google/dashcam_illumination/train/BhC5aTPMuPG-_7NUyavp1w_F.png,-135.25328526618637,46.47379974655494,5.000000,0.027814,-6.56,73.9
D://360 google/dashcam_illumination/train/BhC5aTPMuPG-_7NUyavp1w_B.png,44.74671473381363,58.82379974655491,5.000000,0.027814,5.79,82.16
D://360 google/dashcam_illumination/train/bhCv-S9i3vMiHQtC6Z54Uw_F.png,-112.62097217724137,47.096866795416894,3.500000,0.031362,5.47,97.07
D://360 google/dashcam_illumination/train/bhCv-S9i3vMiHQtC6Z54Uw_B.png,67.37902782275863,43.10686679541689,3.500000,0.031362,1.48,73.97
D://360 google/dashcam_illumination/train/BhgtcL9-ESL45IgqVfCg-g_F.png,-130.30207604108938,54.365299195490586,4.500000,0.037905,-9.48,73.08
D://360 google/dashcam_illumination/train/BhgtcL9-ESL45IgqVfCg-g_B.png,49.69792395891061,61.77529919549057,4.500000,0.037905,-2.07,96.7
D://360 google/dashcam_illumination/train/BI8HjaDDJKK11aVy6OrY8Q_F.png,-178.4647189201575,67.7112447340171,4.500000,0.030479,-3.22,68.25
D://360 google/dashcam_illumination/train/BI8HjaDDJKK11aVy6OrY8Q_B.png,1.5352810798424792,66.69124473401706,4.500000,0.030479,-4.24,95.14
D://360 google/dashcam_illumination/train/BICbd9-LRf-6ShZTeC0Nyg_F.png,157.4433090405763,27.700565992771413,2.500000,0.038280,-7.1,73.15
D://360 google/dashcam_illumination/train/BICbd9-LRf-6ShZTeC0Nyg_B.png,-22.556690959423708,34.310565992771416,2.500000,0.038280,-0.49,92.05
D://360 google/dashcam_illumination/train/BImpXLCSDmDvtt4yOG4b6Q_F.png,144.1023331949776,66.0756958063305,4.000000,0.040946,-0.95,82.21
D://360 google/dashcam_illumination/train/BImpXLCSDmDvtt4yOG4b6Q_B.png,-35.8976668050224,58.28569580633051,4.000000,0.040946,-8.74,65.02
D://360 google/dashcam_illumination/train/bipmoAoxTCEdIgKDvfrHdA_F.png,-131.87976842240283,65.69455579138595,4.000000,0.034519,-8.26,97.72
D://360 google/dashcam_illumination/train/bipmoAoxTCEdIgKDvfrHdA_B.png,48.120231577597174,78.77455579138599,4.000000,0.034519,4.82,62.24
D://360 google/dashcam_illumination/train/bIZvzgfzF0Q1OpxcO9MtoQ_F.png,-60.86548438637523,54.43026385336941,4.500000,0.028751,-5.02,65.8
D://360 google/dashcam_illumination/train/bIZvzgfzF0Q1OpxcO9MtoQ_B.png,119.13451561362479,66.09026385336941,4.500000,0.028751,6.64,72.2
D://360 google/dashcam_illumination/train/BjFqOhZixsn-UBk-fDO5Tw_F.png,17.643344625477113,59.10506046892283,3.500000,0.039425,7.79,92.92
D://360 google/dashcam_illumination/train/BjFqOhZixsn-UBk-fDO5Tw_B.png,-162.3566553745229,52.94506046892284,3.500000,0.039425,1.63,64.52
D://360 google/dashcam_illumination/train/bJl85IMfmMtjM3GN4uGreg_F.png,-111.27165306271459,89.94333632536832,3.500000,0.036646,6.72,64.67
D://360 google/dashcam_illumination/train/bJl85IMfmMtjM3GN4uGreg_B.png,-111.27165306271439,77.97666367462506,3.500000,0.036646,-5.36,97.38
D://360 google/dashcam_illumination/train/bjRU2UIv4vY1J6xxHAOmZQ_F.png,167.60251427918422,39.2586731989564,3.500000,0.033276,-4.47,79.57
D://360 google/dashcam_illumination/train/bjRU2UIv4vY1J6xxHAOmZQ_B.png,-12.397485720815808,46.7486731989564,3.500000,0.033276,3.02,88.53
D://360 google/dashcam_illumination/train/bJWU5j57j6hQE4VBKcgWzw_F.png,6.123046476784245,37.96770655045051,2.500000,0.049880,-7.99,79.81
D://360 google/dashcam_illumination/train/bJWU5j57j6hQE4VBKcgWzw_B.png,-173.87695352321578,40.3877065504505,2.500000,0.049880,-5.57,80.63
